,anime_id,name,genre,type,episodes,rating,members
216,9735,Gintama Shinyaku Benizakurahen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1,8.31,14002
222,1519,Black Lagoon The Second Barrage,"Action, Seinen",TV,12,8.3,203233
221,962,Aria The Natural,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,26,8.3,39596
223,2167,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,23,8.3,566690
225,5681,Summer Wars,"Comedy, Sci-Fi",Movie,1,8.3,223359
224,16706,Kami Nomi Zo Shiru Sekai Megamihen,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,8.3,142612
230,3701,Kaiba,"Adventure, Mystery, Romance, Sci-Fi",TV,12,8.29,56927
231,19123,One Piece Episode Of Merry  Mou Hitori No Nakama No Monogatari,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1,8.29,17247
229,22507,Initial D Final Stage,"Cars, Seinen, Sports",TV,4,8.29,19702
226,3901,Baccano Specials,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",Special,3,8.29,100412
227,6467,Detective Conan Movie 14 The Lost Ship In The Sky,"Action, Mystery, Police, Shounen",Movie,1,8.29,20602
228,10271,Gyakkyou Burai Kaiji Hakairokuhen,"Game, Psychological, Seinen, Thriller",TV,26,8.29,55566
232,33255,Saiki Kusuo No Nan Tv,"Comedy, School, Shounen, Supernatural",TV,120,8.29,47092
234,265,Hajime No Ippo Mashiba Vs Kimura,"Comedy, Shounen, Sports",OVA,1,8.28,40623
235,25681,Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,12,8.28,91796
233,372,Cardcaptor Sakura Movie 2 Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,1,8.28,60637
236,4722,Skip Beat,"Comedy, Drama, Romance, Shoujo",TV,25,8.28,134818
237,24277,Yowamushi Pedal Grande Road,"Comedy, Drama, Shounen, Sports",TV,24,8.28,50778
8200,33566,Baki,"Action, Martial Arts, Shounen",OVA,Unknown,8.27,1448
243,23327,Spacedandy 2Nd Season,"Comedy, Sci-Fi, Space",TV,13,8.27,60918
239,512,Majo No Takkyuubin,"Adventure, Comedy, Drama, Fantasy, Magic, Romance",Movie,1,8.27,152331
242,31174,Osomatsusan,"Comedy, Parody",TV,25,8.27,60988
241,15323,One Piece Episode Of Nami  Koukaishi No Namida To Nakama No Kizuna,"Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power",Special,1,8.27,24707
240,4477,Nodame Cantabile Parishen,"Comedy, Josei, Music, Romance, Slice of Life",TV,11,8.27,70822
244,5365,Tsumiki No Ie,Drama,Movie,1,8.27,45189
238,239,Gankutsuou,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,8.27,103828
246,3167,Eve No Jikan,"Sci-Fi, Slice of Life",ONA,6,8.26,99074
245,3702,Detroit Metal City,"Comedy, Music",OVA,12,8.26,104893
249,1257,Saint Seiya Meiou Hades Juuni Kyuuhen,"Adventure, Sci-Fi, Shounen",OVA,13,8.26,23701
247,7465,Eve No Jikan Movie,"Sci-Fi, Slice of Life",Movie,1,8.26,66376
259,23623,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",TV,12,8.26,64230
248,7054,Kaichou Wa Maidsama,"Comedy, Romance, School, Shoujo",TV,26,8.26,391628
250,23283,Zankyou No Terror,"Psychological, Thriller",TV,11,8.26,342893
256,31988,Hibike Euphonium 2,"Drama, Music, School",TV,13,8.25,47716
257,20899,Jojo No Kimyou Na Bouken Stardust Crusaders,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.25,120089
255,22043,Fairy Tail 2014,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,102,8.25,255076
254,18689,Diamond No Ace,"Comedy, School, Shounen, Sports",TV,75,8.25,81384
253,1364,Detective Conan Movie 05 Countdown To Heaven,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.25,25432
10144,28561,Saru Tarou Jishin Ni Wa Makenai Zo Jishin E No Sonae Dai Sakusen,"Drama, Kids",OVA,1,8.25,40
10472,29485,Talpy,"Fantasy, Kids",TV,12,8.25,38
252,235,Detective Conan,"Adventure, Comedy, Mystery, Police, Shounen",TV,Unknown,8.25,114702
258,1453,Maison Ikkoku,"Comedy, Drama, Romance, Slice of Life",TV,96,8.25,22079
260,1559,Shijou Saikyou No Deshi Kenichi,"Action, Comedy, Martial Arts, School, Shounen",TV,50,8.25,129112
261,1382,Yuushaou Gaogaigar Final,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,8,8.25,5001
251,2025,Darker Than Black Kuro No Keiyakusha,"Action, Mystery, Sci-Fi, Super Power",TV,25,8.25,440334
263,18,Initial D Fourth Stage,"Action, Cars, Drama, Seinen, Sports",TV,24,8.24,41584
270,30015,Relife,"Romance, School, Slice of Life",TV,13,8.24,202249
264,4814,Junjou Romantica 2,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.24,87617
266,12031,Kingdom,"Action, Historical, Military, Seinen",TV,38,8.24,54211
267,8129,Kuragehime,"Comedy, Josei, Slice of Life",TV,11,8.24,108053
269,2581,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.24,120351
272,1827,Seirei No Moribito,"Action, Adventure, Fantasy, Historical",TV,26,8.24,106888
271,6171,Saint Seiya The Lost Canvas  Meiou Shinwa,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",OVA,13,8.24,40355
262,23289,Gekkan Shoujo Nozakikun,"Comedy, Romance, School",TV,12,8.24,292622
265,16662,Kaze Tachinu,"Drama, Historical, Romance",Movie,1,8.24,75359
268,14513,Magi The Labyrinth Of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.24,317513
273,25013,Akatsuki No Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",TV,24,8.23,216674
275,27833,Durararax2 Ketsu,"Action, Mystery, Supernatural",TV,12,8.23,115295
276,26213,Free Eternal Summer Special,"Comedy, School, Slice of Life",Special,1,8.23,36091
277,1974,Glass No Kamen 2005,"Drama, Shoujo",TV,51,8.23,17038
278,8425,Gosick,"Drama, Historical, Mystery, Romance",TV,24,8.23,232113
279,12069,Hajime No Ippo Boxer No Kobushi,"Comedy, Drama, Shounen, Sports",Special,1,8.23,20157
281,18679,Kill La Kill,"Action, Comedy, School, Super Power",TV,24,8.23,508118
280,185,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",TV,26,8.23,68128
274,1367,Detective Conan Movie 08 Magician Of The Silver Sky,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.23,23130
284,721,Princess Tutu,"Comedy, Fantasy, Magic, Romance",TV,38,8.23,73218
283,437,Perfect Blue,"Dementia, Drama, Horror, Psychological",Movie,1,8.23,117565
285,12477,Sakasama No Patema,"Sci-Fi, Seinen",Movie,1,8.23,89749
286,4938,Tsubasa Shunraiki,"Action, Adventure, Drama, Fantasy, Magic, Mystery, Romance, Shounen, Supernatural",OVA,2,8.23,40420
282,2034,Lovelycomplex,"Comedy, Romance, Shoujo",TV,24,8.23,235003
292,4107,Tengen Toppa Gurren Lagann Movie Gurrenhen,"Action, Comedy, Mecha",Movie,1,8.22,72933
291,440,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",TV,39,8.22,77464
290,31741,Magi Sinbad No Bouken Tv,"Action, Adventure, Fantasy, Magic, Shounen",TV,13,8.22,73480
288,6702,Fairy Tail,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,175,8.22,584590
287,2402,Ashita No Joe,"Drama, Sports",TV,79,8.22,15442
289,1566,Ghost In The Shell Stand Alone Complex  Solid State Society,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Special,1,8.22,55247
10734,19839,Wei Qi Shao Nian 2,"Game, Historical",TV,26,8.22,86
297,3783,Kara No Kyoukai 3 Tsuukaku Zanryuu,"Action, Drama, Mystery, Supernatural, Thriller",Movie,1,8.21,108720
296,3016,Ginga Eiyuu Densetsu Arata Naru Tatakai No Overture,"Action, Drama, Military, Sci-Fi, Space",Movie,1,8.21,11808
295,72,Full Metal Panic Fumoffu,"Action, Comedy, School",TV,12,8.21,171086
294,2759,Evangelion 10 You Are Not Alone,"Action, Mecha, Sci-Fi",Movie,1,8.21,194561
293,1506,Detective Conan Movie 10 Requiem Of The Detectives,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.21,21789
298,3927,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.21,86972
300,28025,Tsukimonogatari,"Comedy, Mystery, Supernatural",TV,4,8.21,111009
299,11597,Nisemonogatari,"Comedy, Mystery, Supernatural",TV,11,8.21,260062
301,24833,Ansatsu Kyoushitsu Tv,"Action, Comedy, School, Shounen",TV,22,8.2,312654
310,1914,Saiunkoku Monogatari 2Nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39,8.2,23160
302,29893,Aria The Avvenire,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,3,8.2,9500
303,27663,Baby Steps 2Nd Season,"Romance, School, Shounen, Sports",TV,25,8.2,36251
305,3371,Ginga Eiyuu Densetsu Gaiden Senoku No Hoshi Senoku No Hikari,"Action, Military, Sci-Fi, Space",OVA,24,8.2,8621
308,33051,Mobile Suit Gundam Ironblooded Orphans 2Nd Season,"Action, Drama, Mecha, Sci-Fi, Space",TV,25,8.2,21210
307,1430,Lupin Iii Cagliostro No Shiro,"Adventure, Comedy, Shounen",Movie,1,8.2,32732
306,25313,Gintama Jump Festa 2014 Special,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1,8.2,13764
10312,23979,Something Great Chizu Ni Nai Machi,Slice of Life,Movie,1,8.2,70
9725,31004,Niji No Kakehashi,"Drama, Kids",OVA,1,8.2,40
309,7720,Ookiku Furikabutte Natsu No Taikaihen,"Comedy, Sports",TV,13,8.2,22190
311,20371,Sekaiichi Hatsukoi Movie Yokozawa Takafumi No Baai,"Comedy, Drama, Romance, Shounen Ai",Movie,1,8.2,23045
304,1482,Dgrayman,"Action, Adventure, Comedy, Shounen",TV,103,8.2,334399
312,15039,Ano Hi Mita Hana No Namae Wo Bokutachi Wa Mada Shiranai Movie,"Drama, Slice of Life, Supernatural",Movie,1,8.19,95241
314,237,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,8.19,239570
313,2164,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,26,8.19,76860
315,2449,Ghost In The Shell Stand Alone Complex  The Laughing Man,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen",Special,1,8.19,21435
318,135,Hikaru No Go,"Comedy, Game, Shounen, Supernatural",TV,75,8.19,69000
319,6045,Kimi Ni Todoke,"Romance, School, Shoujo, Slice of Life",TV,25,8.19,309339
321,6211,Tokyo Magnitude 80,Drama,TV,11,8.19,121349
316,10643,Gintama Dai Hanseikai,"Action, Comedy, Parody, Samurai",Special,1,8.19,14728
320,16001,Kokoro Connect Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,4,8.19,106989
317,17739,Hidamari Sketch Sae Hiro Sotsugyouhen,"Comedy, School, Slice of Life",OVA,2,8.19,5959
324,16918,Gin No Saji,"Comedy, School, Shounen, Slice of Life",TV,11,8.18,116261
330,25879,Working,"Comedy, Romance, Slice of Life",TV,13,8.18,80763
323,4789,Ef A Tale Of Melodies,"Drama, Mystery, Romance, Supernatural",TV,12,8.18,103657
322,232,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,70,8.18,181249
325,16,Hachimitsu To Clover,"Comedy, Drama, Josei, Romance",TV,24,8.18,130646
326,1486,Kodomo No Omocha Tv,"Comedy, Drama, Romance, Shoujo",TV,102,8.18,27893
329,8063,Sekaiichi Hatsukoi Ova,"Comedy, Drama, Romance, Shounen Ai",OVA,2,8.18,35225
328,32902,Mahoutsukai No Yome Hoshi Matsu Hito,"Fantasy, Magic",OVA,3,8.18,43372
327,24997,Love Live The School Idol Movie,"Music, School, Slice of Life",Movie,1,8.18,38118
331,889,Black Lagoon,"Action, Seinen",TV,12,8.17,332562
8735,33335,Hajimete No Eigo Nippon Mukashibanashi,"Fantasy, Kids",OVA,18,8.17,93
332,21419,Detective Conan Movie 18 The Sniper From Another Dimension,"Action, Mystery, Police, Shounen",Movie,1,8.17,12151
341,4918,Xxxholic Shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",OVA,2,8.17,40401
334,934,Higurashi No Naku Koro Ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,26,8.17,359494
333,2952,Final Fantasy Vii Advent Children Complete,"Action, Fantasy, Super Power",OVA,1,8.17,77111
340,31149,Persona 3 The Movie 4 Winter Of Rebirth,"Action, Fantasy, Seinen, Supernatural",Movie,1,8.17,13359
339,20507,Noragami,"Action, Adventure, Shounen, Supernatural",TV,12,8.17,515378
338,9656,Kimi Ni Todoke 2Nd Season,"Romance, School, Shoujo, Slice of Life",TV,12,8.17,171866
337,1530,Kanon 2006,"Drama, Romance, Slice of Life, Supernatural",TV,24,8.17,163171
336,731,Interstella5555 The 5Tory Of The 5Ecret 5Tar 5Ystem,"Adventure, Drama, Music, Sci-Fi",Music,1,8.17,31464
335,12189,Hyouka,"Mystery, School, Slice of Life",TV,22,8.17,372246
342,14075,Zetsuen No Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24,8.17,259900
348,25649,Junjou Romantica 3,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.16,39866
353,5682,Phantom Requiem For The Phantom,"Action, Drama, Seinen, Thriller",TV,26,8.16,159105
354,21647,Tamako Love Story,"Comedy, Romance, Slice of Life",Movie,1,8.16,72708
349,153,Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,8.16,66646
355,16049,Toaru Kagaku No Railgun S,"Action, Sci-Fi, Super Power",TV,24,8.16,137105
344,781,Detective Conan Movie 03 The Last Wizard Of The Century,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.16,26799
346,223,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,8.16,316102
347,2004,Hanada Shounenshi,"Comedy, Drama, Slice of Life, Supernatural",TV,25,8.16,6321
343,4772,Aria The Origination Sono Choppiri Himitsu No Basho Ni,"Comedy, Shounen, Slice of Life",Special,1,8.16,11961
345,1363,Detective Conan Movie 04 Captured In Her Eyes,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.16,25461
356,1065,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",TV,101,8.16,12833
351,302,Mirai Shounen Conan,"Adventure, Drama, Sci-Fi",TV,26,8.16,15557
352,8740,One Piece Film Strong World Episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,8.16,33862
357,18179,Yowamushi Pedal,"Comedy, Drama, Shounen, Sports",TV,38,8.16,91138
350,5029,Major Movie Yuujou No Winning Shot,"Action, Shounen, Sports",Movie,1,8.16,9943
362,30415,Highspeed Free Starting Days,"School, Slice of Life, Sports",Movie,1,8.15,24310
367,846,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",TV,26,8.15,93095
366,4053,Prince Of Tennis The National Tournament Finals,"Comedy, School, Shounen, Sports",OVA,7,8.15,21020
358,47,Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",Movie,1,8.15,215897
360,23199,Durararax2 Shou,"Action, Mystery, Supernatural",TV,12,8.15,189407
361,32122,Gintama Jump Festa 2015 Special,"Action, Comedy, Historical, Parody, Samurai, Shounen",Special,1,8.15,7923
364,10049,Nurarihyon No Mago Sennen Makyou,"Action, Demons, Shounen, Supernatural",TV,24,8.15,75612
368,9926,Sekaiichi Hatsukoi,"Comedy, Drama, Romance, Shounen Ai",TV,12,8.15,94820
359,4901,Black Lagoon Robertas Blood Trail,"Action, Seinen",OVA,5,8.15,108099
365,1943,Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,1,8.15,163308
363,851,Kyou Kara Ore Wa,"Comedy, Shounen",OVA,10,8.15,7954
372,15059,Initial D Fifth Stage,"Action, Cars, Drama, Seinen, Sports",TV,14,8.14,26711
9300,15227,Kono Sekai No Katasumi Ni,"Drama, Historical",Movie,1,8.14,8028
374,17265,Log Horizon,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,25,8.14,387100
375,20815,Sekaiichi Hatsukoi Valentinehen,"Comedy, Romance, Shounen Ai",Movie,1,8.14,13454
9968,32660,Petit Petit Muse,"Cars, Horror, Kids",TV,26,8.14,78
369,31173,Akagami No Shirayukihime 2Nd Season,"Drama, Fantasy, Romance, Shoujo",TV,12,8.14,80862
370,4059,Clannad Mou Hitotsu No Sekai Tomoyohen,"Drama, Romance, School, Slice of Life",Special,1,8.14,160423
371,589,Ginga Nagareboshi Gin,"Action, Adventure, Drama, Shounen",TV,21,8.14,10575
373,7791,Kon,"Comedy, Music, School, Slice of Life",TV,26,8.14,246276
376,535,Slayers Next,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,8.14,39832
381,2762,Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",TV,24,8.13,5063
383,14807,Kara No Kyoukai Mirai Fukuin,"Drama, Mystery, Seinen, Supernatural",Movie,1,8.13,41168
377,2563,Aria The Ova Arietta,"Fantasy, Sci-Fi, Shounen, Slice of Life",OVA,1,8.13,20629
379,32551,Digimon Adventure Tri 3 Kokuhaku,"Action, Adventure, Comedy, Drama",Movie,1,8.13,20989
380,2951,Gintama Nanigoto Mo Saiyo Ga Kanjin Nano De Tasho Senobisuru Kurai Ga Choudoyoi,"Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen",Special,1,8.13,29331
386,31098,Ushio To Tora Tv 2Nd Season,"Comedy, Demons, Shounen, Supernatural",TV,13,8.13,43916
384,81,Mobile Suit Gundam The 08Th Ms Team,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,12,8.13,34177
378,9963,Detective Conan Movie 15 Quarter Of Silence,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,8.13,17165
385,9204,Omae Umasou Da Na,"Action, Adventure, Fantasy, Kids",Movie,1,8.13,6645
387,1023,Wolfs Rain Ova,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",OVA,4,8.13,37679
390,1471,City Hunter 2,"Action, Comedy, Mystery, Shounen",TV,63,8.12,8199
398,30885,Noragami Aragoto Ova,"Action, Adventure, Shounen",OVA,2,8.12,58075
391,27831,Durararax2 Ten,"Action, Mystery, Supernatural",TV,12,8.12,132506
393,4672,Ghost In The Shell 20,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,8.12,51789
400,9941,Tiger Amp Bunny,"Action, Comedy, Mystery, Super Power",TV,25,8.12,104075
399,21469,Stand By Me Doraemon,"Comedy, Kids, Sci-Fi, Shounen",Movie,1,8.12,5712
401,14813,Yahari Ore No Seishun Love Comedy Wa Machigatteiru,"Comedy, Drama, Romance, School",TV,13,8.12,353876
392,2924,Ef A Tale Of Memories,"Drama, Mystery, Romance",TV,12,8.12,151106
394,2448,Ghost In The Shell Stand Alone Complex 2Nd Gig  Individual Eleven,"Action, Mecha, Sci-Fi",Special,1,8.12,16614
395,3907,Ginga Sengoku Gunyuuden Rai,"Adventure, Romance, Sci-Fi, Shounen, Space",TV,52,8.12,5308
388,33253,Ajin 2Nd Season,"Action, Horror, Mystery, Seinen, Supernatural",TV,13,8.12,51382
396,186,Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",TV,13,8.12,45825
397,10080,Kami Nomi Zo Shiru Sekai Ii,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,8.12,194300
389,24921,Aoki Hagane No Arpeggio Ars Nova Cadenza,"Action, Sci-Fi, Seinen",Movie,1,8.12,12353
409,6505,There She Is,"Comedy, Romance",ONA,5,8.11,13935
406,28297,Ore Monogatari,"Comedy, Romance, Shoujo",TV,24,8.11,200833
421,32613,Elsword El Lady,"Action, Fantasy",ONA,12,8.11,3846
405,2159,Ookiku Furikabutte,"Comedy, Sports",TV,25,8.11,49599
404,11739,Kimi To Boku 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,8.11,44564
410,861,Xxxholic,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,24,8.11,150872
403,21855,Hanamonogatari,"Comedy, Mystery, Supernatural",TV,5,8.11,124886
402,6421,Fullmetal Alchemist Brotherhood Specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",Special,4,8.11,67962
408,2154,Tekkon Kinkreet,"Action, Adventure, Psychological, Supernatural",Movie,1,8.11,46018
412,34103,Danganronpa 3 The End Of Kibougamine Gakuen  Kibouhen,"Action, Horror, Mystery, Psychological",Special,1,8.1,29969
416,77,Mahou Shoujo Lyrical Nanoha As,"Action, Comedy, Drama, Magic, Super Power",TV,13,8.1,41685
415,7711,Karigurashi No Arrietty,Fantasy,Movie,1,8.1,97910
407,29831,Tamayura Sotsugyou Shashin Part 4  Ashita,"Comedy, Drama, Slice of Life",Movie,1,8.1,3187
418,32093,Tanakakun Wa Itsumo Kedaruge,"Comedy, School, Slice of Life",TV,12,8.1,101335
417,401,Rurouni Kenshin Meiji Kenkaku Romantan  Seisouhen,"Drama, Historical, Romance, Samurai, Shounen",OVA,2,8.1,49454
645,34036,Detective Conan Episode One  Chiisaku Natta Meitantei,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,8.1,2493
413,3665,Ginga Eiyuu Densetsu Gaiden Rasen Meikyuu,"Drama, Military, Sci-Fi, Space",OVA,28,8.1,7712
411,1689,Byousoku 5 Centimeter,"Drama, Romance, Slice of Life",Movie,3,8.1,324035
414,9996,Hyouge Mono,"Historical, Samurai, Seinen",TV,39,8.1,10649
422,3014,Ginga Eiyuu Densetsu Waga Yuku Wa Hoshi No Taikai,"Action, Historical, Military, Sci-Fi, Space",Movie,1,8.09,15069
419,12113,Berserk Ougon Jidaihen Ii  Doldrey Kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1,8.09,66721
424,11135,Hybrid Child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,4,8.09,26036
427,5678,Kobato,"Comedy, Drama, Fantasy",TV,24,8.09,88986
431,995,Prince Of Tennis The National Tournament,"Action, Comedy, Shounen, Sports",OVA,13,8.09,25170
432,2752,Prince Of Tennis The National Tournament Semifinals,"Action, Comedy, Sports",OVA,6,8.09,21186
429,1089,Macross Do You Remember Love,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1,8.09,19240
430,25161,One Piece 3D2Y Ace No Shi Wo Koete Luffy Nakama Tono Chikai,"Adventure, Comedy, Fantasy, Shounen",Special,1,8.09,30516
426,13767,Junjou Romantica Ova,"Comedy, Drama, Romance, Shounen Ai",OVA,2,8.09,23192
428,6774,Kuuchuu Buranko,"Comedy, Drama, Psychological, Seinen",TV,11,8.09,41521
425,5781,Isekai No Seikishi Monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",OVA,13,8.09,72021
423,645,Hikaru No Go Journey To The North Star Cup,"Game, Shounen",Special,1,8.09,13901
420,7338,Darker Than Black Kuro No Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",Special,4,8.09,136135
433,15,Eyeshield 21,"Action, Comedy, Shounen, Sports",TV,145,8.08,83648
440,3588,Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",TV,51,8.08,580184
